Date,ACM US Equity,CX US Equity,GVA US Equity,CBI US Equity,VMC US Equity,FLR US Equity,WMT US Equity,BBY US Equity,TSN US Equity,XLP US Equity,S5CONS Index,BA US Equity,LMT US Equity,NOC US Equity,RTN US Equity,OSK US Equity,UTX US Equity,GD US Equity,S5AERO Index,PPA US Equity,XAR US Equity,ITA US Equity,DFI Index,SCTY US Equity,RUN US Equity,SPWR US Equity,REGI US Equity,XOM US Equity,CNX US Equity,SXC US Equity,WLB US Equity,HNRG US Equity,CLD US Equity,S5ENRS Index,RGR US Equity,SWHC US Equity,GILD US Equity,MRK US Equity,PFE US Equity,HCA US Equity,ANTM US Equity,CYH US Equity,AET US Equity,UNH US Equity,CI US Equity,IHF US Equity,XLV US Equity,IYH US Equity,IHE US Equity,PJP US Equity,XBI US Equity,HUM US Equity,S5HLTH Index,MSFT US Equity,AAPL US Equity,ORCL US Equity,CAT US Equity,GE US Equity,ETH US Equity,COH US Equity,BID US Equity,MOV US Equity,RACE US Equity,TIF US Equity,SPGLGUP Index,SPX Index,NDX Index,TYZ6 Comdty,SPY US Equity,IAU US Equity,MXNUSD Curncy,X US Equity,STLD US Equity,AA US Equity,LZB US Equity,WU US Equity,MGI US Equity,GEO US Equity,CXW US Equity,FCAU US Equity,F US Equity,GM US Equity,TSLA US Equity,EWW US Equity
7/5/16,31.03,5.81,44.77,34.8,119.46,48.58,72.64,30.14,66.56,54.86,566.13,125.93,247.83,220.62,135.96,46.22,100.01,137.73,766.42,36.72,54.92,123.05,3029.63,23.66,5.14,14.47,8.6,92.23,15.82,6.03,9.66,4.57,2.29,505.04,63.02,27.8,83.38,57.58,35.51,76.11,130.16,11.69,119.18,140.91,126.75,126.05,71.81,148.66,145.39,63.67,55.08,176.92,833.83,50.85,94.48,40.24,73.67,31.21,32.16,39.62,27.01,21.22,39.99,58.79,1788.59,2088.55,4410.75,133,207.36,13.08,0.05,17.61,24.71,27.7,27.09,18.98,6.74,33.39,32.28,5.68,12.27,27.84,213.98,48.8
7/6/16,31.43,5.87,45.23,35.42,121.41,49.3,73.32,30.4,67.53,54.91,566.11,125.92,248.39,220.8,137.31,45.9,100.77,139.2,771.61,36.99,55.18,123.78,3045.47,24.08,5.1,14.99,8.83,93.29,16.57,6.23,9.79,4.65,2.17,507.85,63.94,28.33,85.21,58.73,35.56,76.17,131.43,11.95,119.72,141.73,128.3,127.15,72.62,150.42,147.38,64.72,56.55,179.69,843.52,51.06,95.02,40.37,74.12,31.49,32.66,39.67,26.67,21.44,40.09,59.32,1780.38,2099.73,4444.7,132.8,208.61,13.16,0.05,17.92,25.39,27.49,27.44,19.03,6.69,33.85,32.28,5.7,12.43,28.06,214.44,48.5
7/7/16,31.76,6.05,46.3,35.3,121.6,49.85,73.03,30.37,67.53,54.8,565.48,126.13,248.08,219.57,136.2,46.53,101.35,138,769.65,36.94,55.18,123.63,3049.13,24.54,5.14,14.44,8.36,92.17,15.96,6.11,9.13,4.47,2.06,502.53,64.05,28.29,84.96,58.35,35.48,76.99,128.76,12.23,114.97,140.15,127,126.25,72.51,150.21,147.61,64.49,57.04,162.48,841.71,51.06,95.42,40.37,74.33,31.57,32.49,40.21,26.56,21.62,39.54,59.16,1793.14,2097.9,4459.58,132.81,208.47,13.11,0.05,18.07,25.7,27.94,27.64,18.85,6.65,32.98,31.3,5.72,12.61,28.4,215.94,48.41
7/8/16,32.85,6.26,47.38,36.24,123.4,51.36,73.34,30.72,68.78,55.35,571.15,129.02,250.2,221.04,137.74,48.49,103.03,139.79,782.73,37.64,56.49,126.12,3117.41,23.8,5.08,14.92,8.51,92.75,16.24,6.52,9.45,4.48,2.22,509.01,67.15,29.07,86.03,58.92,35.82,78.21,131.46,12.89,116.49,140.62,129.6,128.37,73.41,151.95,148.87,65.34,57.56,157.89,850.85,51.98,96.16,40.71,76.63,31.95,33.62,41.2,26.99,22.21,41.25,60.97,1814.5,2129.9,4528.36,132.89,211.58,13.18,0.05,18.99,26.49,29.37,28.35,19.42,6.84,33.09,31.22,6.12,12.95,29.31,216.78,49.69
7/11/16,32.98,6.55,48.61,36.73,123.77,51.83,73.56,31.02,68.33,55.36,571.45,130.96,252.67,221.03,138.44,48.38,103.33,140.49,786.9,37.84,56.91,127.04,3141.18,24.52,5.09,14.98,8.85,93.1,16.37,6.71,9.57,4.46,2.25,509.84,69.2,29.35,85.73,58.91,35.85,78.16,130.87,13.04,115.94,139.68,128.37,128.36,73.21,151.67,149.7,65.78,57.34,153.75,849.42,52.26,96.46,40.62,77.06,31.96,33.95,41.61,27.34,22.65,42.03,61.65,1841.88,2137.16,4554.71,132.28,212.33,13.07,0.05,19.97,26.76,30.33,28.77,19.45,7.09,33.59,31.35,6.39,13.13,29.77,224.78,50.06
7/12/16,33.98,6.81,49.4,37.86,125.46,52.98,72.77,31.3,68.52,55.06,568.34,129.74,252.98,219.54,137.59,49.06,103.87,140.84,786.76,37.95,57.11,127.31,3163.75,24.61,5.25,15.23,8.87,94.15,16.98,7.06,10.06,4.58,2.55,521.33,66.98,28.58,86.11,59.17,35.94,78.4,131.19,12.87,115.25,139.22,129,128.73,73.57,152.33,150.43,66.2,57.9,154.46,853.41,52.88,96.9,41.26,79.04,32.01,34.54,42.22,27.87,23.04,42.57,62.29,1874.73,2152.14,4577.61,131.61,213.87,12.85,0.05,21.07,27.34,31.98,29.14,19.82,6.99,33.91,31.79,6.64,13.3,30.24,224.65,50.87
7/13/16,33.98,6.69,49.09,37.49,125.6,52.67,73.12,31.17,69.07,55.37,571.26,129.04,254.17,220.85,138.13,48.34,104.46,141.03,788.11,37.98,56.97,127.15,3157.57,24.22,5.12,14.85,8.8,94.08,16.71,7.17,10.11,4.59,2.59,517.63,66.86,28.42,85.23,59.12,36.01,79.55,133.04,12.8,118.92,140.83,130.19,129.73,73.54,152.19,149.26,65.43,56.2,161.04,853.42,53.18,96.35,41.3,78.93,32.11,34.77,41.64,27.45,22.7,42.08,62.03,1872.53,2152.43,4565.77,131.92,213.84,12.96,0.05,21.08,27.31,32.04,29.1,19.74,6.96,34.33,32.29,6.56,13.33,30.27,222.53,50.52
7/14/16,34.28,6.78,49.84,37.83,124.52,52.99,73.2,31.53,69.71,55.36,571.69,130.47,254.27,220.2,137.8,47.98,104.5,141.85,790,38.04,57.17,127.42,3162.32,24.65,5.13,15.38,8.91,94.15,16.76,7.06,10.11,4.5,2.6,519.75,67.03,28.44,85.03,59.22,36.62,78.31,133.21,12.81,118.89,140.19,130.01,129.16,73.85,152.69,150.36,65.98,56.14,161.01,856.73,53.41,98.26,41.51,79.3,32.38,34.88,41.81,27.87,22.58,42.81,62.4,1883.31,2163.75,4596.49,131.45,215.03,12.86,0.05,21.24,27.58,32.04,29.15,19.88,7.06,33.94,31.78,6.76,13.44,30.4,221.53,50.83
7/15/16,34.35,6.79,49.81,37.91,124.59,52.83,73.17,31.15,69.43,55.36,571.61,131.3,255.24,220.53,137.92,48.52,104.86,141.39,791.88,38.03,57.23,127.74,3170.41,25.04,5.07,15.3,8.91,94.32,17.19,7.16,10.28,4.65,2.75,519.62,67.52,28.35,86.15,59.2,36.47,78.71,133.61,12.9,118.37,140.68,131.67,129.14,73.79,152.76,150.74,66.11,57.1,158.63,856.25,53.37,98.25,41.61,79.93,32.63,34.59,41.93,28.06,22.41,42.37,60.92,1866.95,2161.74,4589.83,130.95,214.75,12.82,0.05,21.64,27.7,32.66,29.09,19.97,7.08,34.07,31.85,6.75,13.42,30.41,220.4,50.65
7/18/16,34.58,7.09,50.11,38.42,124.78,52.78,73.34,31.74,69.75,55.3,570.7,132.33,254.56,219.88,137.27,47.83,104.85,140.3,791.2,37.98,57.2,127.56,3163.64,26.14,5.21,15.8,8.92,94.02,16.97,7.25,10.15,4.59,2.7,519.33,67.61,28.78,86.41,58.59,36.34,79.55,134.29,13.3,118.1,140.1,133.13,129.52,73.82,152.81,150.85,66.01,57.48,159.38,856.24,53.63,99.29,41.48,79.82,32.66,34.77,42.99,29.74,22.47,42.21,61.46,1876.96,2166.89,4619.68,131.09,215.32,12.84,0.05,21.68,27.83,32.66,29.44,19.97,7.12,34.42,31.8,6.73,13.5,30.5,226.25,51.32
7/19/16,34.28,6.74,49.06,38.27,124.4,52.69,73.16,31.46,70.94,55.26,569.76,133.55,257.21,220.62,137.23,47.2,104.98,142.6,795.77,38.1,57.41,128.1,3164.77,26.26,5.15,15.44,8.89,93.67,16.61,6.98,9.99,4.66,2.61,516.63,67.3,28.76,84.93,58.23,36.34,79.36,131.37,12.85,114.9,141.94,130.3,128.53,73.67,152.38,149.27,65.32,56.4,153.13,854.83,52.76,99.33,40.92,79.74,32.68,35.71,42.9,29.74,22.16,42.14,61,1857.61,2163.78,4603.28,131.3,215.1,12.85,0.05,20.88,26.7,31.8,29.61,19.94,7.05,33.89,31.51,6.56,13.5,30.88,225.26,50.91
7/20/16,34.82,6.89,49.06,39.05,125.28,53.23,73.29,31.56,70.53,55.06,567.47,133.61,254.94,221.61,137.44,47.48,105.4,143.83,797.33,38.29,57.78,128.69,3187.49,26.95,5.27,16.07,8.87,93.14,17.06,6.99,9.83,4.8,2.57,515.76,67.05,28.73,86.14,58.36,36.38,80.53,134.76,12.86,116.24,142.36,133.11,129.83,74.33,153.82,152.02,66.6,58.3,158.15,862.06,55.56,99.42,41.09,79.69,32.53,36.08,42.66,30.36,22.61,42.14,62,1878.98,2173.02,4657.2,131.05,215.99,12.67,0.05,20.34,26.31,31.74,29.73,20.02,7.29,33.99,31.26,6.87,13.59,31.12,228.36,51.17
7/21/16,35.16,6.79,48.47,38.65,125.21,53.04,73.02,32.04,70.99,54.9,565.72,132.43,252.42,217.29,134.17,48.69,105.21,142.15,789,37.99,57.4,127.67,3165.26,26.4,5.12,15.72,8.93,93.06,16.96,7.05,9.61,4.67,2.53,511.11,66.34,28.47,86.71,58.36,36.41,80.63,138.27,13.24,118.04,142.21,140.32,130.95,74.55,154.42,152.83,66.76,58.87,171.25,865.12,55.45,98.89,40.91,80.01,32.34,35.48,42.35,30.72,22.03,42.68,61.65,1876.19,2165.17,4647.02,131.3,215.18,12.86,0.05,20.48,25.95,31.71,29.53,20.01,7.42,33.81,30.86,6.91,13.77,31.65,220.5,51.06
7/22/16,34.77,6.9,47.99,35.86,126.18,52.33,73.05,31.9,72.25,55.16,568.3,132.37,255.57,218.68,134.87,48.78,104.49,143.06,787.25,38.09,57.45,127.92,3177.86,26.45,5.13,15.37,8.9,93.22,17.04,7.15,9.59,4.73,2.56,512.82,66.53,28.65,86.03,58.39,36.44,80.35,142.19,12.98,120.2,143.03,146,132.43,74.7,154.75,152.95,66.88,59.27,175.76,866.91,56.22,98.13,40.92,79.38,31.81,35.77,42.55,31.06,22.16,42.92,61.62,1875.99,2175.03,4666.07,131.19,216.15,12.76,0.05,21.12,26.22,31.62,29.7,20.1,7.54,34.06,31.03,6.86,13.69,31.78,222.27,51.36
7/25/16,35,6.85,48.93,35.26,124.91,52.52,73.25,32.23,73.17,55.1,567.51,131.85,253.89,218.21,134.83,48.18,104.02,143.01,784.46,37.94,57.13,127.54,3182.6,27.5,5.08,15.25,8.83,91.42,17.17,7.31,9.44,4.87,2.51,502.6,68.16,29.37,88.02,58.13,36.48,79.7,139.25,12.81,117.58,141.08,140.21,130.69,74.62,154.55,152.96,67.07,59.47,172.73,865.66,56.38,96.82,41,78.69,31.4,35.13,42.88,31.81,22,43.47,61.62,1887.64,2168.48,4665.93,131.11,215.56,12.68,0.05,21.27,26.21,31.38,29.98,20.05,7.64,34.19,31.24,6.88,13.68,31.68,230.01,50.19
7/26/16,35.86,6.97,49.93,35.52,124.15,53.32,73.23,32.94,72.66,54.67,563.08,133.74,253.04,217.43,134.66,48.63,107.24,143.8,791.22,38.27,57.81,128.95,3215.02,27.43,5.08,15.64,8.86,90.76,18.35,7.6,9.71,4.94,2.65,504.65,68.42,29.79,80.56,57.94,36.53,79.66,136.87,13,116.99,141.05,140.01,130.42,74.49,154.35,152.62,66.79,59.85,173.68,864.22,56.41,96.15,40.78,82.75,31.23,35.56,42.75,31.96,22.37,43.6,62.92,1898.67,2169.18,4672.11,131.19,215.66,12.73,0.05,22.91,26.97,31.92,29.96,20.25,7.8,34.07,30.92,7,13.86,31.77,229.51,50.03
7/27/16,36.17,7.1,50.86,35.46,125.45,53.75,72.82,32.9,72.02,53.86,554.93,134.84,252.44,216.89,134.61,48.63,107.04,145.9,791.28,38.32,57.96,129.51,3230.5,27.36,5.26,15.48,9.13,90.14,18.89,8.01,9.79,5.13,2.7,499.44,69.21,29.83,81.3,58.17,36.55,77.98,133.16,12.79,115.66,141.03,138.13,128.59,74.83,155.02,155.54,67.98,61.59,171.79,867.78,55.84,102.4,40.77,84.1,31.04,33.83,42.72,31.48,22.41,44.77,62.72,1911.58,2166.58,4702.89,131.61,215.43,12.94,0.05,25.44,26.59,32.13,29.95,20.23,7.84,33.69,30.68,6.7,13.84,31.64,228.49,49.76
7/28/16,35.94,7.44,50.6,34.32,126.72,53.49,72.74,33.03,72.91,54.09,557.56,131.92,252.83,216.32,137.32,53.46,106.93,146.37,791.32,38.38,57.39,128.62,3213.3,26.88,5.11,14.92,9.38,89.44,19.17,7.06,9.81,5.24,2.74,498.63,68.2,29.48,80.75,58,36.37,77.88,132.21,13.11,115.54,142.1,135.99,128.86,74.76,155.03,155.09,67.74,61.29,171.93,867.43,55.86,103.78,41.03,82.92,31.01,33.99,42.43,33.05,22.23,44.19,62.96,1915.55,2170.06,4721.41,131.63,215.68,12.89,0.05,26.85,26.62,31.95,29.95,20.04,7.74,33.96,30.49,6.38,12.71,30.62,230.61,49.52
7/29/16,35.49,7.65,49.65,33.72,123.77,53.31,72.47,33.35,73.45,54.36,560.03,132.56,251.02,215.72,138.78,54.89,107,146.16,792.46,38.44,57.7,129.15,3234.97,26.7,5.18,14.58,9.75,88.2,19.38,7.63,9.55,5.41,3.41,502.23,67.5,29.45,78.99,58.23,36.59,77.13,130.65,12.77,114.96,142.54,128.96,128.45,74.91,155.59,155.33,67.63,62.04,172.27,869.78,56.33,103.65,40.88,82.76,30.9,34.53,42.73,32.39,22.46,45.17,64.12,1933.65,2173.6,4730.23,132.11,216.03,13.02,0.05,27.44,26.67,31.77,30.11,19.84,6.96,34.61,30.86,6.41,12.66,31.17,234.79,49.68
8/1/16,35.34,7.6,50.01,33.7,116.11,52.83,73.28,33.22,74.13,54.42,560.71,132.12,253.12,215.78,139.49,54,106.29,148.35,792.63,38.48,57.84,129.71,3268.2,24.72,5.07,14.52,9.45,85.13,18.52,7.25,9.36,5.07,3.38,485.5,68.89,30.36,79.98,58.23,37,75.52,126.94,12.58,114.2,142.85,126.79,127.09,75.39,156.63,155.97,68.26,63.54,170.9,874.9,56.23,105.48,40.99,81.95,30.91,34.31,43.08,32.51,22.56,45.78,63.3,1927.24,2170.84,4756.04,131.86,215.85,13.05,0.05,26.52,26.28,31.32,30.04,19.8,6.62,34.84,31.34,6.33,12.48,30.93,230.01,49.54
8/2/16,34.78,7.35,49.83,33.36,116.36,52.63,72.63,32.62,73.34,54.34,560.1,130.52,255.26,217.76,140.44,53.5,105.63,147.49,790.68,38.27,57.4,128.78,3234.98,24.42,5,14.55,9.47,86.3,18.4,7.12,7.85,5,3.31,489.84,68.81,29.8,79.09,57.91,36.09,75.04,124.9,12.2,115.46,142.51,124.13,125.69,75.1,155.9,155.44,67.98,62.97,169.3,871.33,56.23,103.92,40.55,81.24,30.81,34.43,41.31,31.51,21.71,46.51,61.04,1894.46,2157.03,4719.21,131.61,214.47,13.16,0.05,25.64,26.23,30.87,29.95,19.48,6.44,34.02,30.68,6.08,11.94,29.58,227.2,49.16
8/3/16,35.11,7.55,49.94,33.37,117.41,52.68,72.44,33.16,72.83,54.05,557.2,130.79,255.12,217.74,139.92,53.65,105.65,147.08,791.6,38.34,57.89,129.5,3265.01,24.3,4.94,14.88,9.74,86.75,18.82,7.52,8.38,5.19,3.55,498.47,65.69,29.73,79.61,57.23,35.29,75.71,127.2,12.39,116.61,142.22,124.6,126.69,74.89,155.59,156.2,68.45,64.35,173.2,869.24,56.62,105.22,40.55,82.03,30.89,34.25,41.38,32.01,21.81,46.89,61.04,1889.96,2163.79,4734.33,131.64,215.09,13.1,0.05,26.15,26.43,31.23,29.87,19.77,6.55,32.86,29.88,6.62,12.13,29.88,225.79,49.64
8/4/16,34.88,7.56,49.13,33.36,117.5,52.73,72.8,33.2,73.41,54.16,558.11,130.13,256.01,217.42,139.71,53.41,105.72,146.64,790.81,38.48,57.83,129.47,3267.69,24.38,4.96,14.46,9.65,86.74,18.94,7.57,8.75,5.12,3.75,497.71,65.91,29.58,79.29,57.42,35.15,75.25,126.16,12.5,116.36,142.05,128.28,126.03,74.78,155.24,155.79,68.15,63.47,173.55,867.29,57.03,105.87,40.74,81.77,30.93,34.51,41.04,31.84,21.71,46.66,61.04,1900.14,2164.25,4743.81,131.98,215.32,13.12,0.05,25.94,26.02,31.2,29.93,20.53,6.63,31.78,28.03,6.51,12.08,29.98,230.61,49.61
8/5/16,35.8,7.86,50.69,34.43,118.78,51.73,73.26,34,73.49,54.25,559.42,130.65,258.53,218.03,140,53.65,107.09,148.15,796.33,38.73,58.47,130.68,3338.4,24.79,5.19,15.12,9.64,86.82,19.05,7.66,8.61,5.13,3.49,501.92,66.71,29.72,79.93,63.4,35.44,75.84,127.19,12.52,119.03,142.33,128.5,127.21,74.96,155.6,155.85,68.02,64.16,178.67,869.5,57.6,107.48,40.97,82.56,31.04,34.64,41.66,32.28,22.58,46.88,62.36,1922.02,2182.87,4791.21,131.17,217.08,12.89,0.05,26.44,26.28,31.5,30.18,20.84,6.85,32.33,27.6,6.75,12.19,30.44,230.03,50.36
8/8/16,35.43,7.88,50.53,33.52,120.03,51.33,72.84,33.89,73.92,54.19,558.54,131.1,258.43,215.16,139.21,53.68,107.14,147.38,794.45,38.62,58.17,130.24,3333.09,24.32,5.56,15.3,9.66,87.84,18.96,7.71,8.81,5.38,3.69,508.05,65.57,29.54,79.26,62.4,34.93,76.25,127.07,11.94,118.06,141.48,128.39,126.35,74.32,154.24,154.5,67.26,62.95,177.36,862.15,57.7,108.37,41,83.44,31.03,34.5,41.09,36.49,22.63,47.45,63.84,1921.48,2180.89,4784.74,131.06,216.95,12.88,0.05,25.83,26.37,31.35,29.97,20.69,6.98,32.52,27.48,6.77,12.18,30.51,226.16,51.02
8/9/16,34.71,8.17,50.96,33.63,119.37,51.78,73.04,33.31,74.32,54.36,559.89,131.53,258.9,215.83,139.37,53.13,107.69,147.84,797.22,38.72,58.48,130.73,3337.49,24.55,5.5,14.78,9.61,87.95,18.49,7.59,8.5,5.4,3.54,505.52,66.19,29.72,78.85,62.04,35.08,76.14,127.78,11.53,119.28,141.17,127.17,126.11,74.5,154.63,155.73,67.14,62.89,176.84,864.25,57.84,108.81,40.94,82.83,31.06,34.69,40.17,38.31,22.62,47.46,63.02,1928.33,2181.74,4795.75,131.34,217.08,12.93,0.05,24.27,26,31.05,30.11,20.79,7,32.47,26.96,6.87,12.31,30.7,229.08,51.74
8/10/16,34.76,8.43,50.36,33.45,121.33,51.65,73.95,33.48,74.49,54.56,561.97,132.28,259.54,216.27,140.03,53.18,107.47,150.72,798.42,38.63,57.87,130.13,3306.81,24.38,5.22,10.31,9.38,86.41,17.83,7.34,8.37,5.38,3.61,498.38,66.67,29.88,78.42,62.18,35.13,76.48,127.48,11.44,119.28,141.54,127.6,125.78,74.25,153.78,152.98,65.87,60.93,179.41,860.93,57.66,108,40.93,82.65,31.03,33.98,39.25,39.04,22.4,47.95,63.28,1934.29,2175.49,4783.39,131.75,216.55,12.99,0.05,23.19,25.65,30.99,29.94,20.78,6.87,32.24,26.54,6.9,12.25,30.88,225.65,51.99
8/11/16,35.11,8.69,49.69,33.63,120.89,51.81,73.8,34.36,74.42,54.56,561.62,133,260.77,217.07,141.55,53.35,108.52,150.55,802.13,38.89,58.36,130.98,3339.24,24.03,5.41,10.63,9.41,86.72,17.76,7.36,8.3,5.62,3.3,504.87,65.89,29.88,79.09,63.17,35.15,77.12,127.53,10.84,118.93,141.97,126.62,125.78,74.68,154.72,154.26,66.14,61.93,179.8,865.74,57.94,107.93,41.12,83.24,31.05,33.88,39.52,40,23.21,48.05,65.84,1957.63,2185.79,4803.31,131.06,217.55,12.9,0.05,22.68,25.52,31.26,30.11,20.92,7.19,32.22,26.38,6.91,12.31,31.37,224.91,52.98
8/12/16,34.54,8.73,49.2,33.46,118.72,51.2,73.89,34.61,75.22,54.75,563.36,133.1,262.37,217.29,141.48,52.96,108.21,150.72,801.85,38.84,58.34,130.91,3345.03,23.7,6.23,10.85,9.25,87.85,17.23,7.07,8.13,5.9,3.37,508.16,66.4,29.68,79.18,62.89,34.98,76.64,129.51,10.95,119.32,142.22,133.31,126.21,74.49,154.43,154.67,66.22,62.49,180.57,864.03,57.58,108.18,40.93,83,31,33.65,38.99,39.89,23.4,48.41,66.89,1963.07,2184.05,4807.08,131.56,217.36,12.86,0.05,21.06,25.15,30.51,30.02,20.81,7.34,32.43,26.19,6.89,12.33,31.2,225.61,52.96
8/15/16,35.09,8.89,49.86,33.95,119.57,51.81,73.32,34.26,74.94,54.61,562.49,134.66,264.7,218.89,141.75,53.97,109.03,152.64,808.84,39.18,59.07,132.36,3400.86,23.99,6.21,10.77,9.22,87.81,17.93,7.25,8.49,6.22,3.53,511.14,66.13,29.43,79.17,62.86,35.11,77.42,128.61,11.03,118.91,140.97,132.63,126.45,74.62,154.76,155.24,66.72,63.32,179.34,865.11,57.76,109.48,41.23,84.15,31,34.44,39.37,40.6,23.7,48.68,67.49,1973.85,2190.15,4827.12,131.27,217.99,12.91,0.06,22.3,25.75,31.56,30.3,20.85,7.25,32.44,25.99,6.96,12.43,31.48,225.59,53.8
8/16/16,33.44,8.81,48.52,33.57,117.82,51.45,72.89,34.06,74.1,54.37,559.86,135,255.04,216.19,140.45,53.54,108.5,151.65,801.17,38.8,58.49,130.88,3358.68,23.76,6.09,10.75,9.08,87.92,17.86,7.25,8.39,6.01,3.63,512.22,64.75,28.83,78.77,62.58,34.79,76.11,128.65,10.78,118.67,140.43,131.83,125.42,73.95,153.25,153.87,66.11,62.26,179.34,857.35,57.44,109.38,41.16,84.29,30.95,34.51,39.1,40.27,23.58,47.93,67.01,1967.83,2178.15,4797.19,131.02,216.86,12.98,0.06,21.61,25.41,30.87,30.02,20.67,7.23,32.03,25.76,6.81,12.34,31.33,223.61,53.62
8/17/16,31.97,8.74,48.08,33.19,117.41,51.68,72.93,33.05,74.23,54.52,561.72,134.72,253.91,217.63,141.31,53.32,108.94,152.21,800.96,38.9,58.67,131.16,3364.03,23.59,5.95,10.36,9.13,88.11,18.06,7.06,8.43,6.04,3.54,513.29,64.39,28.53,80.21,62.83,35.14,74.02,128.86,10.15,120.29,141.06,132.3,124.55,74.1,153.45,153.79,66.01,61.93,178.59,859.33,57.56,109.22,41.05,84.41,31.05,33.98,38.88,40.29,23.26,48.38,66.85,1959.93,2182.22,4805.45,131.13,217.27,12.98,0.05,21.49,25.25,31.08,29.59,20.87,7.28,32.29,26.21,6.8,12.39,31.47,223.24,53.05
8/18/16,32.51,8.69,48.95,33.32,117.9,52.35,74.3,32.95,74.88,54.71,563.31,135,253.7,217.22,141.82,54.54,109.33,151.68,802.02,39.05,59.1,131.94,3396.12,23.42,6.03,10.41,9.23,88.91,18.34,7.18,8.71,6,3.69,522.44,64.82,28.81,80.1,63.17,35.19,74.66,128.75,10.03,120.78,141.52,132.62,125.22,74.13,153.59,154.46,66.01,62.18,179.19,859.35,57.6,109.08,40.98,83.38,31.19,34.3,39.11,40.52,24.04,48.66,67.8,1972.83,2187.02,4808.68,131.39,217.76,13.04,0.06,21.81,25.56,31.35,30.17,20.92,7.31,19.51,16.92,6.81,12.33,31.18,223.51,53.35
8/19/16,32.5,8.65,48.2,32.41,116.5,52.34,72.81,32.35,74.73,54.58,561.86,134.44,252.4,216.51,141.73,54.56,109.14,151.63,800.6,39.11,59.13,131.92,3406.17,23.5,5.98,10.5,9.29,87.8,17.46,6.78,8.51,6.09,3.55,518.15,64.2,28.53,80.51,62.9,34.98,74.51,128.84,10.21,119.82,141.39,133,124.79,74.07,153.49,153.93,65.92,61.82,177.71,858.23,57.62,109.36,41.16,83.84,31.01,34.18,39.96,40.76,24.46,48.4,68.1,1967.3,2183.87,4806.14,130.95,217.44,12.93,0.05,20.38,24.65,30.81,29.56,21.04,7.33,23.68,18.37,6.7,12.39,31.45,225,52.91
8/22/16,32.23,8.62,48.29,32.26,118.91,52.16,72.7,32.56,75.45,54.66,562.22,134.99,252.48,217.34,141.88,53.99,108.5,151.47,801.3,39.15,59.19,132.01,3421.08,23.02,6,10.21,8.92,87.99,17.51,6.9,8.46,6.07,3.77,513.59,64.49,28.6,80.43,63.09,34.84,74.79,129.04,10.26,119.89,141.44,133.35,125.1,74.22,154.04,154.35,66.21,63.47,180.13,859.4,57.67,108.51,41.06,83.59,31.08,33.94,39.41,40.53,24.13,48.41,67.65,1962.54,2182.64,4808.56,131.28,217.43,12.91,0.05,20.95,24.91,30.96,30.01,21.24,7.33,24.63,18.64,6.71,12.36,31.49,222.93,52.62
8/23/16,32.69,8.45,48.64,31.83,119.45,53.09,71.97,38.94,75.07,54.55,561.21,134.14,248.06,213.6,140.42,54.5,108,151.4,796.5,39.05,59.18,131.68,3420.34,23.09,6.1,10.03,8.85,87.72,17.94,6.83,8.85,6.12,3.84,515.85,64.55,28.82,80.98,63.12,35.09,74.97,128.45,10.56,119.51,141.36,133,125.31,74.29,154.21,154.58,66.46,63.75,179.57,860.37,57.89,108.85,41.34,84.01,30.99,34.48,40.12,40.79,24.11,49.11,68.7,1978.09,2186.9,4818.48,131.23,217.87,12.9,0.05,20.71,25.17,31.5,31.08,21.2,7.32,23.51,17.72,6.84,12.42,31.52,224.84,51.36
8/24/16,32.18,8.33,48.52,31.62,120.23,52.77,72.23,39.21,74.85,54.46,560.31,133.29,246.44,213.1,140.31,54.05,107.96,151.54,794.26,38.94,58.94,131.39,3422.92,22.5,5.99,9.92,8.58,88.02,17.69,6.55,7.98,6.11,3.71,514.46,63.83,29.25,80.02,62.27,34.82,74.02,126.94,10.28,118.45,139.23,131.37,123.76,73.13,151.63,150.37,65.3,61.01,179.02,846.54,57.95,108.03,40.91,83.15,30.98,33.34,39.52,40.2,23.75,48.53,68.44,1963.06,2175.44,4783.49,131.25,216.76,12.77,0.05,19.92,24.54,30.12,27.14,21.27,7.42,22.7,17.33,6.87,12.3,31.4,222.62,51.7
8/25/16,32.18,8.13,48.2,31.43,117.56,52.67,71.22,39.22,75.32,54.25,557.95,132.98,246.85,213.44,141.02,54.35,107.72,151.92,794.28,38.94,59,131.39,3425.91,22.36,6,9.84,8.72,87.46,18.01,6.57,8.2,6.15,3.83,512.96,63.98,29.83,79.6,61.87,34.77,75.02,126.45,10.2,117.26,136.67,129.41,122.37,72.51,150.52,148.65,64.48,60.36,177,839.82,58.17,107.57,40.94,82.84,30.97,33.69,39.48,39.78,22.67,48.4,72.83,1949.92,2172.47,4775.43,131.09,216.61,12.75,0.05,20.07,24.37,30.24,27.51,21.31,7.31,22.76,17.47,6.92,12.47,31.17,220.96,51.95
